t,y
4.654038E0,-2.630890E-1
4.687520E0,-2.678482E-1
4.721002E0,-2.723110E-1
4.754485E0,-2.770462E-1
4.787967E0,-2.817537E-1
4.821449E0,-2.863230E-1
4.854932E0,-2.910746E-1
4.888414E0,-2.958780E-1
4.921896E0,-3.005748E-1
4.955378E0,-3.054146E-1
4.988861E0,-3.101550E-1
5.022343E0,-3.150624E-1
5.055825E0,-3.199289E-1
5.089308E0,-3.247999E-1
5.122790E0,-3.297500E-1
5.156272E0,-3.347610E-1
5.189755E0,-3.398141E-1
5.223237E0,-3.448323E-1
5.256719E0,-3.499377E-1
5.290201E0,-3.551214E-1
5.323684E0,-3.602509E-1
5.357166E0,-3.655052E-1
5.390648E0,-3.706848E-1
5.424131E0,-3.758245E-1
5.457613E0,-3.813940E-1
5.491095E0,-3.868988E-1
5.524577E0,-3.923151E-1
5.558060E0,-3.978529E-1
5.591542E0,-4.031314E-1
5.625024E0,-4.087836E-1
5.658507E0,-4.144253E-1
5.691989E0,-4.201279E-1
5.725471E0,-4.258171E-1
5.758953E0,-4.316440E-1
5.792436E0,-4.372422E-1
5.825918E0,-4.430770E-1
5.859400E0,-4.489223E-1
5.892883E0,-4.547535E-1
5.926365E0,-4.607626E-1
5.959847E0,-4.668468E-1
5.993329E0,-4.727805E-1
6.026812E0,-4.789193E-1
6.060294E0,-4.851494E-1
6.093776E0,-4.913660E-1
6.127259E0,-4.975628E-1
6.160741E0,-5.038891E-1
6.194223E0,-5.101385E-1
6.227705E0,-5.165069E-1
6.261188E0,-5.226755E-1
6.294670E0,-5.288853E-1
6.328152E0,-5.355812E-1
6.361635E0,-5.418692E-1
6.395117E0,-5.483416E-1
6.428599E0,-5.547295E-1
6.462081E0,-5.614549E-1
6.495564E0,-5.679467E-1
6.529046E0,-5.744315E-1
6.562528E0,-5.813206E-1
6.596011E0,-5.877520E-1
6.629493E0,-5.946068E-1
6.662975E0,-6.013199E-1
6.696457E0,-6.081143E-1
6.729940E0,-6.151070E-1
6.763422E0,-6.219500E-1
6.796904E0,-6.289650E-1
6.830387E0,-6.358902E-1
6.863869E0,-6.427929E-1
6.897351E0,-6.498786E-1
6.930833E0,-6.570302E-1
6.964316E0,-6.642294E-1
6.997798E0,-6.714351E-1
7.031280E0,-6.787355E-1
7.064763E0,-6.859314E-1
7.098245E0,-6.933079E-1
7.131727E0,-7.006255E-1
7.165209E0,-7.080521E-1
7.198692E0,-7.157269E-1
7.232174E0,-7.230584E-1
7.265656E0,-7.305044E-1
7.299139E0,-7.382052E-1
7.332621E0,-7.457659E-1
7.366103E0,-7.533703E-1
7.399585E0,-7.612389E-1
7.433068E0,-7.690037E-1
7.466550E0,-7.769422E-1
7.500032E0,-7.849376E-1
7.533515E0,-7.927544E-1
7.566997E0,-8.007526E-1
7.600479E0,-8.086678E-1
7.633961E0,-8.167723E-1
7.667444E0,-8.248835E-1
7.700926E0,-8.330107E-1
7.734408E0,-8.411854E-1
7.767891E0,-8.495331E-1
7.801373E0,-8.577982E-1
7.834855E0,-8.660175E-1
7.868337E0,-8.743487E-1
7.901820E0,-8.826259E-1
7.935302E0,-8.909120E-1
7.968784E0,-8.994278E-1
8.002267E0,-9.079773E-1
8.035749E0,-9.165532E-1
8.069231E0,-9.250021E-1
8.102713E0,-9.335403E-1
8.136196E0,-9.420032E-1
8.169678E0,-9.508859E-1
8.203160E0,-9.593113E-1
8.236643E0,-9.682047E-1
8.270125E0,-9.768215E-1
8.303607E0,-9.856793E-1
8.337090E0,-9.948188E-1
8.370572E0,-1.003934E0
8.404054E0,-1.013077E0
8.437536E0,-1.021424E0
8.471019E0,-1.030558E0
8.504501E0,-1.039938E0
8.537983E0,-1.048637E0
8.571466E0,-1.057767E0
8.604948E0,-1.066462E0
8.638430E0,-1.075466E0
8.671912E0,-1.084543E0
8.705395E0,-1.093600E0
8.738877E0,-1.103048E0
8.772359E0,-1.112279E0
8.805842E0,-1.121298E0
8.839324E0,-1.130705E0
8.872806E0,-1.140270E0
8.906288E0,-1.149903E0
8.939771E0,-1.159818E0
8.973253E0,-1.169245E0
9.006735E0,-1.178365E0
9.040218E0,-1.188470E0
9.073700E0,-1.197940E0
9.107182E0,-1.207404E0
9.140664E0,-1.217528E0
9.174147E0,-1.226762E0
9.207629E0,-1.230163E0
9.241111E0,-1.222637E0
9.274594E0,-1.211454E0
9.308076E0,-1.202936E0
9.341558E0,-1.192014E0
9.375040E0,-1.182205E0
9.408523E0,-1.172670E0
9.442005E0,-1.162358E0
9.475487E0,-1.152743E0
9.508970E0,-1.142588E0
9.542452E0,-1.132648E0
9.575934E0,-1.123088E0
9.609416E0,-1.113222E0
9.642899E0,-1.103488E0
9.676381E0,-1.093743E0
9.709863E0,-1.084203E0
9.743346E0,-1.074620E0
9.776828E0,-1.065076E0
9.810310E0,-1.055285E0
9.843792E0,-1.045931E0
