t,y
5.541311E0,-4.338076E-1
5.574800E0,-4.401288E-1
5.608278E0,-4.463953E-1
5.641756E0,-4.527613E-1
5.675244E0,-4.590921E-1
5.708722E0,-4.656855E-1
5.742200E0,-4.722110E-1
5.775689E0,-4.785866E-1
5.809167E0,-4.854425E-1
5.842656E0,-4.919671E-1
5.876133E0,-4.986383E-1
5.909611E0,-5.056048E-1
5.943100E0,-5.121703E-1
5.976578E0,-5.190089E-1
6.010067E0,-5.258806E-1
6.043544E0,-5.326934E-1
6.077022E0,-5.396151E-1
6.110511E0,-5.466599E-1
6.143989E0,-5.536764E-1
6.177467E0,-5.604761E-1
6.210956E0,-5.677452E-1
6.244433E0,-5.747978E-1
6.277922E0,-5.819467E-1
6.311400E0,-5.891584E-1
6.344878E0,-5.965089E-1
6.378367E0,-6.037017E-1
6.411844E0,-6.112202E-1
6.445322E0,-6.188292E-1
6.478811E0,-6.263133E-1
6.512289E0,-6.339996E-1
6.545778E0,-6.413443E-1
6.579256E0,-6.490662E-1
6.612733E0,-6.567886E-1
6.646222E0,-6.645105E-1
6.679700E0,-6.723048E-1
6.713189E0,-6.803467E-1
6.746667E0,-6.879777E-1
6.780144E0,-6.963145E-1
6.813633E0,-7.041415E-1
6.847111E0,-7.122244E-1
6.880589E0,-7.204302E-1
6.914078E0,-7.284734E-1
6.947556E0,-7.366117E-1
6.981044E0,-7.450295E-1
7.014522E0,-7.532029E-1
7.048011E0,-7.615331E-1
7.081489E0,-7.698748E-1
7.114967E0,-7.782292E-1
7.148444E0,-7.868799E-1
7.181933E0,-7.951526E-1
7.215411E0,-8.038524E-1
7.248900E0,-8.125403E-1
7.282378E0,-8.212610E-1
7.315856E0,-8.298547E-1
7.349344E0,-8.387057E-1
7.382822E0,-8.474518E-1
7.416311E0,-8.559377E-1
7.449789E0,-8.648005E-1
7.483267E0,-8.740375E-1
7.516756E0,-8.828277E-1
7.550233E0,-8.918009E-1
7.583711E0,-9.008326E-1
7.617200E0,-9.097979E-1
7.650678E0,-9.191281E-1
7.684167E0,-9.282026E-1
7.717644E0,-9.373717E-1
7.751122E0,-9.467559E-1
7.784611E0,-9.559744E-1
7.818089E0,-9.654094E-1
7.851578E0,-9.748082E-1
7.885056E0,-9.840418E-1
7.918533E0,-9.933513E-1
7.952022E0,-1.003392E0
7.985500E0,-1.012254E0
8.018978E0,-1.022336E0
8.052467E0,-1.032249E0
8.085944E0,-1.041441E0
8.119433E0,-1.051472E0
8.152911E0,-1.061282E0
8.186389E0,-1.071029E0
8.219878E0,-1.081093E0
8.253356E0,-1.090972E0
8.286833E0,-1.100654E0
8.320322E0,-1.111445E0
8.353800E0,-1.121058E0
8.387289E0,-1.131049E0
8.420767E0,-1.141487E0
8.454244E0,-1.151607E0
8.487733E0,-1.162126E0
8.521211E0,-1.172677E0
8.554700E0,-1.182763E0
8.588178E0,-1.193227E0
8.621656E0,-1.204010E0
8.655144E0,-1.214173E0
8.688622E0,-1.217157E0
8.722100E0,-1.206611E0
8.755589E0,-1.194391E0
8.789067E0,-1.185439E0
8.822556E0,-1.173949E0
8.856033E0,-1.162894E0
8.889511E0,-1.153265E0
8.923000E0,-1.141910E0
8.956478E0,-1.131478E0
8.989956E0,-1.121125E0
9.023444E0,-1.110406E0
9.056922E0,-1.100264E0
9.090411E0,-1.089377E0
9.123889E0,-1.079266E0
9.157367E0,-1.069128E0
9.190856E0,-1.058367E0
9.224333E0,-1.048402E0
9.257822E0,-1.038133E0
9.291300E0,-1.027946E0
9.324778E0,-1.018163E0
9.358267E0,-1.008011E0
9.391744E0,-9.981277E-1
9.425222E0,-9.882972E-1
9.458711E0,-9.784031E-1
9.492189E0,-9.688909E-1
9.525678E0,-9.594453E-1
9.559156E0,-9.498127E-1
9.592633E0,-9.407354E-1
