t,x,y
1.657374E+01,1.78435E-02,-1.096724E+00
1.660722E+01,1.813522E-02,-1.104039E+00
1.664071E+01,1.728253E-02,-1.110474E+00
1.667419E+01,1.741931E-02,-1.116519E+00
1.670767E+01,1.80403E-02,-1.12354E+00
1.674116E+01,1.759265E-02,-1.13052E+00
1.677463E+01,1.739779E-02,-1.136788E+00
1.680811E+01,1.710051E-02,-1.143401E+00
1.68416E+01,1.734221E-02,-1.149968E+00
1.687508E+01,1.643568E-02,-1.156944E+00
1.690857E+01,1.646991E-02,-1.163652E+00
1.694204E+01,1.594193E-02,-1.169861E+00
1.697552E+01,1.588348E-02,-1.1771E+00
1.700901E+01,1.579927E-02,-1.183767E+00
1.704249E+01,1.557653E-02,-1.19054E+00
1.707597E+01,1.574859E-02,-1.197602E+00
1.710946E+01,1.550599E-02,-1.20458E+00
1.714293E+01,1.566609E-02,-1.211581E+00
1.717642E+01,1.486912E-02,-1.218172E+00
1.72099E+01,1.476987E-02,-1.225082E+00
1.724338E+01,1.470032E-02,-1.230279E+00
1.727687E+01,1.491857E-02,-1.231029E+00
1.731034E+01,1.495554E-02,-1.227887E+00
1.734383E+01,1.433629E-02,-1.220769E+00
1.737731E+01,1.474053E-02,-1.214146E+00
1.741079E+01,1.450946E-02,-1.20695E+00
1.744428E+01,1.446478E-02,-1.199632E+00
