t,y
1.321541E+01,-1.217452E+00
1.318193E+01,-1.216475E+00
1.324889E+01,-1.214879E+00
1.314844E+01,-1.210721E+00
1.328238E+01,-1.207934E+00
1.311497E+01,-1.203766E+00
1.331573E+01,-1.201537E+00
1.308149E+01,-1.196855E+00
1.334934E+01,-1.194808E+00
1.3048E+01,-1.190169E+00
1.338282E+01,-1.18764E+00
1.301452E+01,-1.183403E+00
1.34163E+01,-1.180419E+00
1.298103E+01,-1.176926E+00
1.344979E+01,-1.173649E+00
1.294756E+01,-1.170022E+00
1.348327E+01,-1.166253E+00
1.291408E+01,-1.163248E+00
1.351674E+01,-1.15928E+00
1.288059E+01,-1.156522E+00
1.355023E+01,-1.152082E+00
1.284711E+01,-1.150076E+00
1.358371E+01,-1.145352E+00
1.281362E+01,-1.143709E+00
1.36172E+01,-1.138519E+00
1.278014E+01,-1.137001E+00
1.365068E+01,-1.130771E+00
1.274667E+01,-1.130676E+00
1.368416E+01,-1.124058E+00
1.271318E+01,-1.123584E+00
1.26797E+01,-1.116956E+00
1.371764E+01,-1.116921E+00
1.264621E+01,-1.110638E+00
1.375112E+01,-1.109764E+00
1.261273E+01,-1.104352E+00
1.37846E+01,-1.102565E+00
1.257926E+01,-1.098272E+00
1.381809E+01,-1.096102E+00
1.254577E+01,-1.091771E+00
1.385157E+01,-1.088959E+00
1.251229E+01,-1.084859E+00
1.388506E+01,-1.082126E+00
1.247881E+01,-1.078527E+00
1.391853E+01,-1.074982E+00
1.244532E+01,-1.071902E+00
1.395201E+01,-1.068677E+00
1.241184E+01,-1.06581E+00
1.237836E+01,-1.059236E+00
1.234488E+01,-1.052846E+00
1.23114E+01,-1.046588E+00
1.227791E+01,-1.040453E+00
1.224443E+01,-1.034232E+00
1.221096E+01,-1.028164E+00
1.217747E+01,-1.021892E+00
1.214399E+01,-1.01566E+00
1.21105E+01,-1.009473E+00
1.207702E+01,-1.003258E+00
1.204354E+01,-9.973323E-01
1.201006E+01,-9.912698E-01
1.197658E+01,-9.850887E-01
1.19431E+01,-9.787099E-01
1.190961E+01,-9.729002E-01
1.187613E+01,-9.668487E-01
1.184264E+01,-9.60646E-01
1.180917E+01,-9.547205E-01
1.177569E+01,-9.488438E-01
1.17422E+01,-9.428957E-01
1.170872E+01,-9.368311E-01
1.167523E+01,-9.308178E-01
1.164176E+01,-9.250091E-01
1.160828E+01,-9.187561E-01
1.157479E+01,-9.130411E-01
1.154131E+01,-9.071653E-01
1.150783E+01,-9.012652E-01
1.147434E+01,-8.955497E-01
1.144087E+01,-8.893989E-01
1.140738E+01,-8.83445E-01
1.13739E+01,-8.780051E-01
1.134042E+01,-8.722631E-01
1.130693E+01,-8.662641E-01
1.127346E+01,-8.607607E-01
1.123997E+01,-8.548384E-01
1.120649E+01,-8.491736E-01
1.117301E+01,-8.434336E-01
1.113952E+01,-8.375709E-01
1.110604E+01,-8.321433E-01
1.107257E+01,-8.264407E-01
1.103908E+01,-8.207122E-01
1.10056E+01,-8.151165E-01
1.097211E+01,-8.09595E-01
1.093863E+01,-8.039802E-01
1.090516E+01,-7.984821E-01
1.087167E+01,-7.930262E-01
1.083819E+01,-7.874221E-01
1.08047E+01,-7.818E-01
