t,y,,,,,
5.245622E+00,-6.198434E-02,,,,,
5.228922E+00,-6.162112E-02,,,,,
5.212211E+00,-6.103173E-02,,,,,
5.195511E+00,-6.08013E-02,,,,,
5.1788E+00,-5.998797E-02,,,,,
5.1621E+00,-5.947005E-02,,,,,
5.145389E+00,-5.898142E-02,,,,,
5.128678E+00,-5.843866E-02,,,,,
5.111978E+00,-5.799512E-02,,,,,
5.095267E+00,-5.735227E-02,,,,,
5.078567E+00,-5.693597E-02,,,,,
5.061856E+00,-5.637159E-02,,,,,
5.045156E+00,-5.625351E-02,,,,,
5.028444E+00,-5.541382E-02,,,,,
5.011744E+00,-5.49391E-02,,,,,
4.995033E+00,-5.472138E-02,,,,,
4.978333E+00,-5.432979E-02,,,,,
4.961622E+00,-5.377427E-02,,,,,
4.944922E+00,-5.335709E-02,,,,,
4.928211E+00,-5.290953E-02,,,,,
4.911511E+00,-5.251383E-02,,,,,
4.8948E+00,-5.237755E-02,,,,,
4.8781E+00,-5.176283E-02,,,,,
4.861389E+00,-5.133132E-02,,,,,
4.844689E+00,-5.099418E-02,,,,,
4.827978E+00,-5.042272E-02,,,,,
4.811278E+00,-5.024956E-02,,,,,
4.794567E+00,-4.988833E-02,,,,,
4.777856E+00,-4.933446E-02,,,,,
4.761156E+00,-4.924983E-02,,,,,
4.744444E+00,-4.888612E-02,,,,,
4.727744E+00,-4.861799E-02,,,,,
4.711033E+00,-4.822418E-02,,,,,
4.694333E+00,-4.771312E-02,,,,,
4.677622E+00,-4.722281E-02,,,,,
4.660922E+00,-4.684221E-02,,,,,
4.644211E+00,-4.683067E-02,,,,,
4.627511E+00,-4.598774E-02,,,,,
4.6108E+00,-4.586235E-02,,,,,
4.5941E+00,-4.554777E-02,,,,,
4.577389E+00,-4.496349E-02,,,,,
4.560689E+00,-4.479048E-02,,,,,
4.543978E+00,-4.438429E-02,,,,,
4.527278E+00,-4.386536E-02,,,,,
4.510567E+00,-4.342058E-02,,,,,
4.493867E+00,-4.305519E-02,,,,,
4.477156E+00,-4.268978E-02,,,,,
4.460444E+00,-4.226288E-02,,,,,
4.443744E+00,-4.194882E-02,,,,,
4.427033E+00,-4.16587E-02,,,,,
4.410333E+00,-4.125651E-02,,,,,
4.393622E+00,-4.100257E-02,,,,,
4.376922E+00,-4.060311E-02,,,,,
4.360211E+00,-4.038429E-02,,,,,
4.343511E+00,-3.979177E-02,,,,,
4.3268E+00,-3.939786E-02,,,,,
4.3101E+00,-3.892518E-02,,,,,
4.293389E+00,-3.856585E-02,,,,,
4.276689E+00,-3.820322E-02,,,,,
4.259978E+00,-3.793112E-02,,,,,
4.243278E+00,-3.744903E-02,,,,,
4.226567E+00,-3.72096E-02,,,,,
4.209867E+00,-3.678713E-02,,,,,
4.193156E+00,-3.630245E-02,,,,,
4.176456E+00,-3.599871E-02,,,,,
4.159744E+00,-3.563943E-02,,,,,
4.143044E+00,-3.499935E-02,,,,,
4.126333E+00,-3.490916E-02,,,,,
4.109633E+00,-3.433665E-02,,,,,
4.092922E+00,-3.397937E-02,,,,,
4.076211E+00,-3.375125E-02,,,,,
4.059511E+00,-3.337571E-02,,,,,
4.0428E+00,-3.327166E-02,,,,,
4.0261E+00,-3.282502E-02,,,,,
4.009389E+00,-3.261572E-02,,,,,
3.992689E+00,-3.209271E-02,,,,,
3.975978E+00,-3.166738E-02,,,,,
3.959278E+00,-3.13776E-02,,,,,
3.942567E+00,-3.107567E-02,,,,,
3.925867E+00,-3.072701E-02,,,,,
3.909156E+00,-3.059501E-02,,,,,
3.892456E+00,-3.002929E-02,,,,,
3.875278E+00,-2.981765E-02,,,,,
3.859044E+00,-2.944678E-02,,,,,
3.842333E+00,-2.909055E-02,,,,,
3.825633E+00,-2.883944E-02,,,,,
3.808922E+00,-2.843901E-02,,,,,
3.792222E+00,-2.813664E-02,,,,,
3.775511E+00,-2.773804E-02,,,,,
3.758811E+00,-2.753886E-02,,,,,
3.7421E+00,-2.725732E-02,,,,,
3.725389E+00,-2.688709E-02,,,,,
3.708689E+00,-2.646054E-02,,,,,
3.691978E+00,-2.61816E-02,,,,,
3.675278E+00,-2.595666E-02,,,,,
3.658567E+00,-2.560215E-02,,,,,
3.641867E+00,-2.550319E-02,,,,,
3.625156E+00,-2.505517E-02,,,,,
3.608456E+00,-2.469447E-02,,,,,
3.591744E+00,-2.445376E-02,,,,,
3.575044E+00,-2.421391E-02,,,,,
3.558333E+00,-2.387057E-02,,,,,
3.541633E+00,-2.347054E-02,,,,,
3.524922E+00,-2.321503E-02,,,,,
3.508222E+00,-2.289535E-02,,,,,
3.491511E+00,-2.257007E-02,,,,,
3.474811E+00,-2.214297E-02,,,,,
3.4581E+00,-2.188932E-02,,,,,
3.4414E+00,-2.158527E-02,,,,,
3.424689E+00,-2.145141E-02,,,,,
3.407978E+00,-2.108211E-02,,,,,
3.391278E+00,-2.07376E-02,,,,,
3.374567E+00,-2.048555E-02,,,,,
3.357867E+00,-1.996979E-02,,,,,
3.341156E+00,-1.97275E-02,,,,,
3.324456E+00,-1.957826E-02,,,,,
3.307744E+00,-1.92128E-02,,,,,
3.291044E+00,-1.888026E-02,,,,,
3.274333E+00,-1.866728E-02,,,,,
3.257633E+00,-1.830581E-02,,,,,
3.240922E+00,-1.79402E-02,,,,,
3.224222E+00,-1.768736E-02,,,,,
3.207511E+00,-1.747362E-02,,,,,
3.190811E+00,-1.696669E-02,,,,,
3.1741E+00,-1.676975E-02,,,,,
3.1574E+00,-1.642983E-02,,,,,
3.140689E+00,-1.619412E-02,,,,,
3.123989E+00,-1.591418E-02,,,,,
3.107278E+00,-1.584726E-02,,,,,
3.090578E+00,-1.565337E-02,,,,,
3.073867E+00,-1.519556E-02,,,,,
3.057156E+00,-1.48249E-02,,,,,
3.040456E+00,-1.479996E-02,,,,,
3.023744E+00,-1.435207E-02,,,,,
3.007044E+00,-1.4281E-02,,,,,
2.990333E+00,-1.402594E-02,,,,,
2.973633E+00,-1.367786E-02,,,,,
2.956922E+00,-1.353159E-02,,,,,
2.940222E+00,-1.325332E-02,,,,,
2.923511E+00,-1.311817E-02,,,,,
2.906811E+00,-1.279688E-02,,,,,
2.8901E+00,-1.253878E-02,,,,,
2.8734E+00,-1.227357E-02,,,,,
2.856689E+00,-1.210399E-02,,,,,
2.839989E+00,-1.194362E-02,,,,,
2.823278E+00,-1.161812E-02,,,,,
2.806578E+00,-1.146832E-02,,,,,
2.789867E+00,-1.112587E-02,,,,,
2.773167E+00,-1.097785E-02,,,,,
2.756456E+00,-1.057025E-02,,,,,
2.739744E+00,-1.039495E-02,,,,,
2.723044E+00,-1.013149E-02,,,,,
2.706333E+00,-9.954372E-03,,,,,
2.689633E+00,-9.650532E-03,,,,,
2.672922E+00,-9.404775E-03,,,,,
2.656222E+00,-9.072003E-03,,,,,
2.639511E+00,-8.92262E-03,,,,,
2.622811E+00,-8.673598E-03,,,,,
2.6061E+00,-8.534676E-03,,,,,
2.5894E+00,-8.041638E-03,,,,,
2.572689E+00,-8.034242E-03,,,,,
2.555989E+00,-7.840828E-03,,,,,
2.539278E+00,-7.606983E-03,,,,,
2.522578E+00,-7.324568E-03,,,,,
2.505867E+00,-6.919873E-03,,,,,
2.489167E+00,-6.835321E-03,,,,,
2.472456E+00,-6.421315E-03,,,,,
2.455756E+00,-6.303119E-03,,,,,
2.439044E+00,-6.042743E-03,,,,,
2.422344E+00,-6.018441E-03,,,,,
2.405733E+00,-5.564477E-03,,,,,
2.388933E+00,-5.232146E-03,,,,,
2.372222E+00,-5.04646E-03,,,,,
2.355511E+00,-4.783633E-03,,,,,
2.338811E+00,-4.608574E-03,,,,,
2.3221E+00,-4.369111E-03,,,,,
2.3054E+00,-4.235054E-03,,,,,
2.288689E+00,-3.951473E-03,,,,,
2.271989E+00,-3.787029E-03,,,,,
2.255278E+00,-3.689872E-03,,,,,
2.238578E+00,-3.307182E-03,,,,,
2.221867E+00,-3.052298E-03,,,,,
2.205167E+00,-2.827661E-03,,,,,
2.188456E+00,-2.662273E-03,,,,,
2.171756E+00,-2.554475E-03,,,,,
2.155044E+00,-2.449088E-03,,,,,
2.138344E+00,-2.35107E-03,,,,,
2.121633E+00,-2.175772E-03,,,,,
2.104933E+00,-1.765273E-03,,,,,
2.088222E+00,-1.678654E-03,,,,,
2.071522E+00,-1.439693E-03,,,,,
2.054811E+00,-1.279758E-03,,,,,
2.038111E+00,-1.174792E-03,,,,,
2.0214E+00,-7.851419E-04,,,,,
2.004689E+00,-6.1559E-04,,,,,
1.987989E+00,-4.521075E-04,,,,,
1.971278E+00,-3.193404E-04,,,,,
1.954578E+00,-2.81294E-04,,,,,
1.937867E+00,-1.734912E-04,,,,,
1.921167E+00,-1.728053E-04,,,,,
1.904456E+00,1.153651E-04,,,,,
1.887756E+00,2.469483E-04,,,,,
1.871044E+00,3.638102E-04,,,,,
1.854344E+00,3.74542E-04,,,,,
1.837633E+00,7.076771E-04,,,,,
1.820933E+00,7.474195E-04,,,,,
1.804222E+00,8.864213E-04,,,,,
1.787522E+00,1.408714E-03,,,,,
1.770811E+00,1.503463E-03,,,,,
1.754111E+00,1.655994E-03,,,,,
1.7374E+00,1.678128E-03,,,,,
1.7207E+00,1.870892E-03,,,,,
1.703989E+00,1.971613E-03,,,,,
1.687278E+00,2.320282E-03,,,,,
1.670578E+00,2.43406E-03,,,,,
1.637167E+00,2.675643E-03,,,,,
1.653867E+00,2.679854E-03,,,,,
1.620456E+00,2.834732E-03,,,,,
1.6037E+00,2.990448E-03,,,,,
1.587044E+00,3.35715E-03,,,,,
1.570344E+00,3.373926E-03,,,,,
1.553633E+00,3.563812E-03,,,,,
1.536933E+00,3.781032E-03,,,,,
1.520222E+00,3.913825E-03,,,,,
1.503522E+00,4.152297E-03,,,,,
1.486811E+00,4.265159E-03,,,,,
1.470111E+00,4.365208E-03,,,,,
1.4367E+00,4.533183E-03,,,,,
1.4534E+00,4.552536E-03,,,,,
1.419989E+00,4.739944E-03,,,,,
1.403289E+00,4.850645E-03,,,,,
1.386578E+00,5.064445E-03,,,,,
1.369878E+00,5.270678E-03,,,,,
1.353167E+00,5.30088E-03,,,,,
1.336456E+00,5.425306E-03,,,,,
1.319756E+00,5.491046E-03,,,,,
1.303044E+00,5.651908E-03,,,,,
1.286344E+00,5.752773E-03,,,,,
1.269633E+00,5.861183E-03,,,,,
1.236222E+00,6.049024E-03,,,,,
1.252933E+00,6.110732E-03,,,,,
1.202811E+00,6.29315E-03,,,,,
1.219522E+00,6.338397E-03,,,,,
1.1694E+00,6.457425E-03,,,,,
1.186111E+00,6.563343E-03,,,,,
1.119289E+00,6.709279E-03,,,,,
1.1527E+00,6.730491E-03,,,,,
1.069167E+00,6.791941E-03,,,,,
1.102578E+00,6.798439E-03,,,,,
1.085878E+00,6.844605E-03,,,,,
1.052467E+00,6.877839E-03,,,,,
1.135989E+00,6.911538E-03,,,,,
1.035756E+00,6.92786E-03,,,,,
1.019056E+00,7.076144E-03,,,,,
9.856333E-01,7.266214E-03,,,,,
9.689333E-01,7.277968E-03,,,,,
9.355222E-01,7.311957E-03,,,,,
1.002344E+00,7.324935E-03,,,,,
9.188111E-01,7.328372E-03,,,,,
9.522222E-01,7.339186E-03,,,,,
8.687E-01,7.482956E-03,,,,,
9.021111E-01,7.517057E-03,,,,,
8.519889E-01,7.54117E-03,,,,,
8.854E-01,7.581697E-03,,,,,
8.352889E-01,7.638199E-03,,,,,
7.684667E-01,7.803504E-03,,,,,
7.517556E-01,7.804619E-03,,,,,
8.185778E-01,7.82463E-03,,,,,
7.851667E-01,7.8704E-03,,,,,
3.341111E-02,7.901012E-03,,,,,
1.67E-02,7.938E-03,,,,,
1.002333E-01,7.976194E-03,,,,,
8.352222E-02,7.977587E-03,,,,,
0E+00,7.995286E-03,,,,,
8.018778E-01,8.003061E-03,,,,,
7.183444E-01,8.010339E-03,,,,,
5.011111E-02,8.040003E-03,,,,,
7.350556E-01,8.052401E-03,,,,,
1.169333E-01,8.053848E-03,,,,,
1.336444E-01,8.092026E-03,,,,,
7.016444E-01,8.118792E-03,,,,,
6.849333E-01,8.124035E-03,,,,,
6.682222E-02,8.126182E-03,,,,,
6.682333E-01,8.134402E-03,,,,,
1.503444E-01,8.158626E-03,,,,,
1.837556E-01,8.328824E-03,,,,,
1.670556E-01,8.334819E-03,,,,,
6.515222E-01,8.361516E-03,,,,,
2.505778E-01,8.49664E-03,,,,,
2.004667E-01,8.499489E-03,,,,,
6.348111E-01,8.517061E-03,,,,,
2.171667E-01,8.517236E-03,,,,,
6.181111E-01,8.526636E-03,,,,,
2.338778E-01,8.650063E-03,,,,,
2.672889E-01,8.677515E-03,,,,,
3.007E-01,8.685224E-03,,,,,
3.842333E-01,8.707863E-03,,,,,
6.014E-01,8.724194E-03,,,,,
5.847E-01,8.767502E-03,,,,,
3.174111E-01,8.811592E-03,,,,,
5.679889E-01,8.826914E-03,,,,,
5.345778E-01,8.829821E-03,,,,,
2.839889E-01,8.829883E-03,,,,,
4.343444E-01,8.853683E-03,,,,,
4.009333E-01,8.901759E-03,,,,,
4.176444E-01,8.914419E-03,,,,,
5.011667E-01,8.920239E-03,,,,,
4.844667E-01,8.949964E-03,,,,,
5.512889E-01,8.959123E-03,,,,,
3.341111E-01,8.968752E-03,,,,,
4.677556E-01,8.989279E-03,,,,,
3.675222E-01,9.000985E-03,,,,,
4.510556E-01,9.019768E-03,,,,,
3.508222E-01,9.040645E-03,,,,,
5.178778E-01,9.074421E-03,,,,,
