t,y,vy,ay
7.342778E-1,2.685333E-3,-1.395833E-2,3.183259E-2
7.509667E-1,2.452893E-3,-1.137890E-2,6.621909E-2
7.676556E-1,2.305531E-3,-1.074988E-2,-1.952490E-1
7.843444E-1,2.094086E-3,-1.804122E-2,-6.773324E-2
8.010333E-1,1.703355E-3,-1.541377E-2,2.008359E-1
8.177222E-1,1.579608E-3,-8.176272E-3,7.672505E-2
8.344111E-1,1.430449E-3,-1.355891E-2,-4.018379E-1
8.510889E-1,1.127193E-3,-2.222405E-2,9.618910E-2
8.677778E-1,6.889069E-4,-1.276882E-2,1.777728E-1
8.844667E-1,7.009980E-4,-1.027976E-2,-1.684461E-1
9.011556E-1,3.457912E-4,-2.319051E-2,-4.211278E-1
9.178444E-1,-7.304978E-5,-2.336357E-2,1.342836E-1
9.350444E-1,-4.459743E-4,-1.858086E-2,-4.826784E-2
9.512222E-1,-6.932375E-4,-2.361016E-2,-5.484213E-2
9.679111E-1,-1.221961E-3,-2.439884E-2,5.644109E-1
9.846000E-1,-1.507617E-3,-3.374955E-3,8.095021E-2
1.001289E0,-1.334610E-3,-1.516388E-2,-9.063742E-1
1.017978E0,-2.013753E-3,-4.261134E-2,-5.493263E-1
1.034667E0,-2.756882E-3,-3.216577E-2,9.500745E-1
1.051356E0,-3.087375E-3,-8.682595E-3,3.251793E-1
1.068044E0,-3.046688E-3,-1.711729E-2,-1.361081E-1
1.084722E0,-3.658522E-3,-2.243864E-2,-4.066835E-1
1.101411E0,-3.795390E-3,-2.187006E-2,2.211573E-1
1.118100E0,-4.388496E-3,-2.280874E-2,-1.723555E-1
1.134789E0,-4.556696E-3,-2.053870E-2,-3.707130E-1
1.151478E0,-5.074032E-3,-3.886570E-2,-2.092923E-1
1.168167E0,-5.853946E-3,-3.058462E-2,5.871208E-1
1.184856E0,-6.094879E-3,-1.364455E-2,6.338217E-1
1.201544E0,-6.309371E-3,-1.167743E-2,-4.163075E-1
1.218233E0,-6.484645E-3,-2.521555E-2,-2.869220E-1
1.234922E0,-7.151010E-3,-2.741369E-2,-2.649910E-1
1.251611E0,-7.399653E-3,-2.669729E-2,2.279820E-1
1.268300E0,-8.042106E-3,-2.665462E-2,1.147127E-1
1.284989E0,-8.289326E-3,-1.742644E-2,4.924780E-1
1.301678E0,-8.623762E-3,-1.357804E-2,-2.937414E-1
1.318367E0,-8.742530E-3,-2.277934E-2,-7.140592E-1
1.335044E0,-9.383832E-3,-4.226723E-2,-6.199845E-1
1.351733E0,-1.015285E-2,-4.278586E-2,5.469561E-1
1.368422E0,-1.081193E-2,-2.463753E-2,2.159391E-1
1.385111E0,-1.097519E-2,-2.905186E-2,-5.936357E-1
1.401800E0,-1.178162E-2,-5.160953E-2,5.240395E-2
1.418489E0,-1.269780E-2,-2.916567E-2,8.831642E-1
1.435178E0,-1.275510E-2,-1.295001E-2,1.964810E-1
1.451867E0,-1.313005E-2,-2.818573E-2,-9.285715E-1
1.468556E0,-1.369588E-2,-4.286613E-2,2.800058E-1
1.485378E0,-1.456654E-2,-2.457435E-2,4.449813E-1
1.501933E0,-1.451612E-2,-1.630873E-2,-6.685112E-1
1.518622E0,-1.510871E-2,-5.373106E-2,-8.622085E-1
1.535311E0,-1.630954E-2,-5.043564E-2,9.365992E-1
1.552000E0,-1.679214E-2,-1.563249E-2,5.962489E-1
1.568678E0,-1.683114E-2,-2.639125E-2,-2.505527E-1
1.585367E0,-1.767273E-2,-3.496516E-2,-2.724860E-1
1.602056E0,-1.799820E-2,-2.660649E-2,2.374767E-1
1.618744E0,-1.856080E-2,-3.158162E-2,-1.824529E-1
1.635433E0,-1.905233E-2,-3.087060E-2,5.820819E-2
1.652122E0,-1.959119E-2,-3.059063E-2,-2.098688E-1
1.668811E0,-2.007337E-2,-3.615093E-2,3.161622E-1
1.685500E0,-2.079783E-2,-2.498609E-2,2.359761E-1
1.702189E0,-2.090735E-2,-2.004755E-2,-5.945059E-2
1.718878E0,-2.146697E-2,-3.346468E-2,-8.135013E-1
1.735567E0,-2.202433E-2,-4.377257E-2,1.505962E-2
1.752256E0,-2.292800E-2,-3.821254E-2,1.235399E-1
1.768944E0,-2.329978E-2,-3.219682E-2,4.512354E-1
1.785633E0,-2.400266E-2,-2.999380E-2,1.243131E-1
1.802322E0,-2.430091E-2,-2.251354E-2,-2.240200E-1
1.819000E0,-2.475386E-2,-3.886466E-2,-5.331278E-1
1.835689E0,-2.559769E-2,-4.392652E-2,3.002015E-1
1.852378E0,-2.622003E-2,-2.676912E-2,7.818827E-1
1.869067E0,-2.649118E-2,-1.583047E-2,6.683979E-2
1.885756E0,-2.674841E-2,-2.460843E-2,-4.973169E-1
1.902444E0,-2.731256E-2,-3.495246E-2,-3.133010E-1
1.919133E0,-2.791505E-2,-3.433300E-2,1.480374E-1
1.935822E0,-2.845852E-2,-2.974478E-2,-1.312248E-1
1.952511E0,-2.890787E-2,-3.675555E-2,-6.827473E-2
1.969200E0,-2.968534E-2,-3.665411E-2,-8.516641E-2
1.985889E0,-3.013130E-2,-3.427683E-2,4.647693E-1
2.002578E0,-3.082942E-2,-2.685767E-2,1.281221E-2
2.019267E0,-3.102775E-2,-2.641565E-2,1.054800E-1
2.035956E0,-3.171112E-2,-3.105442E-2,-1.961437E-1
2.052633E0,-3.206393E-2,-2.719952E-2,1.396068E-1
2.069322E0,-3.261867E-2,-2.999310E-2,-6.343284E-2
2.086011E0,-3.306503E-2,-2.741880E-2,-3.901141E-1
2.102700E0,-3.353385E-2,-4.172309E-2,-2.022252E-1
2.119389E0,-3.445766E-2,-4.014056E-2,-1.165029E-2
2.136078E0,-3.487366E-2,-3.445642E-2,-5.502153E-2
2.152767E0,-3.560774E-2,-4.651235E-2,-4.267836E-2
2.169456E0,-3.642613E-2,-3.696597E-2,2.886102E-1
2.186144E0,-3.684158E-2,-3.204703E-2,2.131674E-1
2.202833E0,-3.749579E-2,-3.431712E-2,-6.403934E-2
2.219522E0,-3.798701E-2,-3.147556E-2,1.692275E-1
2.236211E0,-3.854638E-2,-3.039573E-2,1.864754E-1
2.252900E0,-3.900155E-2,-2.446853E-2,-2.107988E-1
2.269589E0,-3.936308E-2,-3.515919E-2,-2.706561E-1
2.286267E0,-4.017469E-2,-3.912576E-2,-4.488341E-1
2.302956E0,-4.066858E-2,-4.349202E-2,-1.871855E-1
2.319644E0,-4.162636E-2,-5.152696E-2,1.115772E-1
2.336333E0,-4.238843E-2,-3.730163E-2,2.238046E-1
2.353022E0,-4.287141E-2,-4.080968E-2,7.905992E-2
2.369711E0,-4.375057E-2,-4.092761E-2,1.185989E-1
2.386400E0,-4.423748E-2,-3.146993E-2,4.933186E-2
2.403089E0,-4.480097E-2,-4.063401E-2,-5.459899E-1
2.419778E0,-4.559375E-2,-5.085074E-2,-2.782390E-1
2.436467E0,-4.649825E-2,-5.043362E-2,8.335860E-2
2.453156E0,-4.727711E-2,-4.653416E-2,1.561462E-1
2.469844E0,-4.805146E-2,-4.580560E-2,1.314041E-1
2.486533E0,-4.880600E-2,-4.239983E-2,4.256747E-1
2.503222E0,-4.946667E-2,-3.196725E-2,-1.241947E-1
2.519911E0,-4.987300E-2,-4.222986E-2,-1.021513E-1
2.536589E0,-5.087574E-2,-4.389853E-2,1.095251E-1
2.553278E0,-5.133775E-2,-3.091791E-2,8.504024E-2
2.569967E0,-5.190771E-2,-4.301831E-2,-4.675069E-1
2.586656E0,-5.277360E-2,-4.900470E-2,-1.543011E-1
2.603344E0,-5.354338E-2,-4.608496E-2,4.065588E-1
2.620033E0,-5.431182E-2,-3.711085E-2,5.457259E-1
2.636722E0,-5.478206E-2,-2.567975E-2,2.791864E-2
2.653411E0,-5.516895E-2,-3.504690E-2,-8.556384E-1
2.670100E0,-5.595184E-2,-5.660129E-2,-2.967279E-1
2.686789E0,-5.705817E-2,-4.855805E-2,4.722661E-1
2.703478E0,-5.757260E-2,-3.394183E-2,1.404677E-1
2.720167E0,-5.819108E-2,-4.601417E-2,-1.450077E-1
2.736856E0,-5.910846E-2,-4.265447E-2,8.087886E-2
2.753544E0,-5.961479E-2,-3.750786E-2,2.833558E-1
2.770222E0,-6.035997E-2,-3.797222E-2,-1.027237E-2
2.786911E0,-6.088179E-2,-3.444947E-2,2.595937E-1
2.803600E0,-6.150981E-2,-3.197129E-2,-8.880520E-1
2.820289E0,-6.194893E-2,-5.755567E-2,-2.628850E-1
2.836978E0,-6.343089E-2,-5.527104E-2,3.365461E-1
2.853667E0,-6.379375E-2,-3.096229E-2,8.681525E-1
2.870356E0,-6.446435E-2,-3.452615E-2,-6.855372E-2
2.887044E0,-6.494616E-2,-3.013638E-2,3.420022E-2
2.903733E0,-6.547023E-2,-3.416049E-2,-3.079942E-1
2.920422E0,-6.608636E-2,-4.051040E-2,-1.636308E-1
2.937111E0,-6.682238E-2,-4.073549E-2,-2.604064E-1
2.953800E0,-6.744602E-2,-4.643219E-2,1.554438E-1
2.970489E0,-6.837218E-2,-4.072754E-2,-6.415737E-2
2.987178E0,-6.880541E-2,-4.093474E-2,5.206060E-1
3.003856E0,-6.973804E-2,-3.301999E-2,-2.299748E-1
3.020544E0,-6.990718E-2,-3.619838E-2,-1.843954E-2
3.037233E0,-7.094626E-2,-4.657909E-2,-3.420686E-1
3.053922E0,-7.146189E-2,-3.834731E-2,-6.359566E-2
3.070611E0,-7.222621E-2,-5.216192E-2,-4.186359E-1
3.087300E0,-7.320294E-2,-5.375563E-2,2.514875E-1
3.103989E0,-7.402045E-2,-4.243212E-2,3.759280E-1
3.120678E0,-7.461922E-2,-3.949966E-2,-1.323130E-1
3.137367E0,-7.533886E-2,-4.810695E-2,1.810362E-1
3.154056E0,-7.622493E-2,-3.670549E-2,1.315309E-1
3.170744E0,-7.656401E-2,-3.607169E-2,-3.580420E-1
3.187433E0,-7.742892E-2,-5.503923E-2,-4.358167E-1
3.204122E0,-7.840110E-2,-5.040681E-2,1.945581E-1
3.220811E0,-7.911139E-2,-4.543399E-2,4.350698E-1
3.237500E0,-7.991758E-2,-3.915427E-2,-3.727929E-1
3.254178E0,-8.041784E-2,-5.175219E-2,-1.272700E-2
3.270867E0,-8.164438E-2,-5.039270E-2,3.854175E-2
3.287556E0,-8.209983E-2,-3.905868E-2,1.816984E-1
3.304244E0,-8.294807E-2,-5.097012E-2,-1.888866E-1
3.320933E0,-8.380110E-2,-4.464692E-2,4.555629E-1
3.337622E0,-8.443829E-2,-3.443185E-2,-3.371268E-1
3.354311E0,-8.495036E-2,-5.261866E-2,-4.196436E-1
3.371000E0,-8.619458E-2,-5.765541E-2,-1.288883E-1
3.387689E0,-8.687477E-2,-4.793365E-2,7.180488E-1
3.404378E0,-8.779450E-2,-4.027278E-2,2.672265E-1
3.421067E0,-8.821898E-2,-3.271033E-2,-8.254344E-2
3.437756E0,-8.888630E-2,-4.632110E-2,-7.828115E-1
3.454444E0,-8.976508E-2,-5.874057E-2,-5.742565E-1
3.471133E0,-9.084693E-2,-6.613452E-2,-2.317632E-1
3.487822E0,-9.197250E-2,-6.618416E-2,3.274622E-1
3.504500E0,-9.305527E-2,-5.595138E-2,5.489306E-1
3.521189E0,-9.383941E-2,-4.566219E-2,5.377987E-1
3.537878E0,-9.457938E-2,-3.956944E-2,-2.225753E-1
3.554567E0,-9.516015E-2,-4.977809E-2,-7.840970E-1
3.571256E0,-9.624086E-2,-6.995829E-2,-1.422137E-1
3.587944E0,-9.749521E-2,-5.653276E-2,8.491843E-1
3.604633E0,-9.812780E-2,-3.584339E-2,7.614672E-1
3.621322E0,-9.869158E-2,-3.326301E-2,-3.416320E-1
3.638011E0,-9.923804E-2,-4.556143E-2,-1.218030E0
3.654700E0,-1.002123E-1,-7.524498E-2,-4.404510E-1
3.671389E0,-1.017496E-1,-6.685809E-2,7.987590E-1
3.688078E0,-1.024439E-1,-3.929028E-2,6.844925E-1
3.704767E0,-1.030610E-1,-4.570970E-2,-1.140613E-1
3.721456E0,-1.039696E-1,-4.700316E-2,-5.729419E-1
3.738133E0,-1.046293E-1,-5.872855E-2,-1.588959E-1
3.754822E0,-1.059292E-1,-6.121557E-2,9.528274E-2
3.771511E0,-1.066726E-1,-4.759148E-2,5.977284E-1
3.788200E0,-1.075177E-1,-4.528220E-2,-2.685666E-1
3.804889E0,-1.081840E-1,-5.275685E-2,-1.540784E-2
3.821578E0,-1.092786E-1,-5.214778E-2,-1.331998E-1
3.838267E0,-1.099245E-1,-4.992690E-2,-2.760087E-1
3.854956E0,-1.109450E-1,-6.581845E-2,2.999702E-2
3.871644E0,-1.121214E-1,-5.138692E-2,7.612851E-1
3.888333E0,-1.126602E-1,-3.403284E-2,-4.157558E-2
3.905022E0,-1.132574E-1,-5.347597E-2,-4.716074E-1
3.921711E0,-1.144451E-1,-5.665314E-2,-3.058551E-1
3.938400E0,-1.151483E-1,-5.515048E-2,1.436836E-1
3.955089E0,-1.162859E-1,-5.898465E-2,-6.079715E-2
3.971767E0,-1.171164E-1,-5.234336E-2,-7.319508E-3
3.988456E0,-1.180324E-1,-6.045874E-2,-8.650786E-2
4.005144E0,-1.191344E-1,-5.763798E-2,5.186955E-1
4.021833E0,-1.199563E-1,-4.128223E-2,3.020861E-1
4.038422E0,-1.205082E-1,-4.477242E-2,1.475715E-1
4.055211E0,-1.214507E-1,-4.257099E-2,-4.942391E-1
4.071900E0,-1.219334E-1,-5.232011E-2,-3.670686E-1
4.088589E0,-1.231970E-1,-6.514875E-2,2.887493E-1
4.105278E0,-1.241079E-1,-3.860372E-2,3.485639E-1
4.121967E0,-1.244855E-1,-4.697954E-2,9.259271E-2
4.138656E0,-1.256760E-1,-4.807662E-2,2.557580E-1
4.155344E0,-1.260902E-1,-2.788140E-2,2.912862E-2
4.172033E0,-1.266066E-1,-4.875687E-2,-6.549438E-1
4.188722E0,-1.277176E-1,-5.591616E-2,3.156468E-3
4.205411E0,-1.284729E-1,-4.335203E-2,8.138286E-2
4.222089E0,-1.291641E-1,-5.259547E-2,-6.685962E-1
4.238778E0,-1.302279E-1,-6.844016E-2,-1.978759E-2
4.255467E0,-1.314485E-1,-5.550444E-2,5.553558E-1
4.272156E0,-1.320805E-1,-4.340406E-2,4.034224E-1
4.288844E0,-1.328972E-1,-4.648870E-2,-3.777034E-1
4.305533E0,-1.336322E-1,-5.321098E-2,-2.631184E-1
4.322222E0,-1.346733E-1,-5.875848E-2,-1.976538E-1
4.338911E0,-1.355934E-1,-5.717206E-2,4.112266E-1
4.355600E0,-1.365815E-1,-4.776668E-2,3.315514E-1
4.372289E0,-1.371878E-1,-4.193975E-2,-2.132858E-1
4.388867E0,-1.379767E-1,-5.673353E-2,-3.329594E-1
4.405667E0,-1.390814E-1,-5.606674E-2,2.886037E-1
4.422356E0,-1.398544E-1,-4.335288E-2,1.241452E-1
4.439033E0,-1.405279E-1,-5.114539E-2,-3.933573E-1
4.455722E0,-1.415609E-1,-6.020621E-2,-1.071530E-1
4.472411E0,-1.425375E-1,-5.341234E-2,1.440661E-1
4.489100E0,-1.433437E-1,-5.344619E-2,1.083113E-1
4.505789E0,-1.443214E-1,-5.281846E-2,2.040595E-2
4.522478E0,-1.451067E-1,-4.996694E-2,9.560472E-3
4.539167E0,-1.459892E-1,-5.399677E-2,-1.986297E-1
4.555856E0,-1.469089E-1,-5.632542E-2,1.707631E-1
4.572544E0,-1.478692E-1,-4.961647E-2,1.205982E-1
4.589233E0,-1.485650E-1,-4.884187E-2,-1.572479E-1
4.605922E0,-1.494994E-1,-5.778310E-2,-2.310299E-1
4.622611E0,-1.504937E-1,-5.648573E-2,-5.784718E-2
4.639300E0,-1.513848E-1,-5.792737E-2,4.591246E-1
4.655989E0,-1.524272E-1,-4.534275E-2,3.770956E-2
4.672678E0,-1.528983E-1,-4.828416E-2,-2.342049E-1
4.689356E0,-1.540383E-1,-6.222226E-2,-1.937433E-2
4.706044E0,-1.549744E-1,-4.577948E-2,3.032898E-2
4.722733E0,-1.555663E-1,-5.615929E-2,6.449704E-2
4.739422E0,-1.568489E-1,-5.424248E-2,3.650509E-1
4.756111E0,-1.573768E-1,-3.419270E-2,2.507028E-1
4.772800E0,-1.579901E-1,-4.820076E-2,-9.852690E-1
4.789489E0,-1.589856E-1,-6.869187E-2,-6.038707E-1
4.806178E0,-1.602829E-1,-7.035885E-2,4.734205E-1
4.822867E0,-1.613340E-1,-5.117714E-2,4.331966E-1
4.839556E0,-1.619911E-1,-5.180447E-2,-3.559717E-1
4.856244E0,-1.630632E-1,-6.778979E-2,-2.268603E-1
4.872933E0,-1.642538E-1,-6.020641E-2,2.890462E-1
4.889622E0,-1.650727E-1,-5.377999E-2,1.811673E-1
4.906311E0,-1.660488E-1,-5.727015E-2,3.931266E-1
4.923000E0,-1.669843E-1,-4.170645E-2,-1.078331E-1
4.939678E0,-1.674404E-1,-5.325713E-2,-4.599864E-1
4.956367E0,-1.687613E-1,-6.807471E-2,-5.373682E-2
4.973056E0,-1.697126E-1,-4.927349E-2,3.586424E-1
4.989744E0,-1.704059E-1,-5.373454E-2,1.570382E-1
5.006433E0,-1.715062E-1,-5.078344E-2,-1.823511E-1
5.023122E0,-1.721010E-1,-5.148832E-2,-3.150113E-1
5.039811E0,-1.732247E-1,-6.790785E-2,-5.453221E-1
5.056500E0,-1.743676E-1,-6.770019E-2,7.385744E-1
5.073189E0,-1.754844E-1,-4.594811E-2,7.096686E-2
5.089878E0,-1.759012E-1,-5.514079E-2,3.166857E-2
5.106567E0,-1.773249E-1,-6.010633E-2,-4.310050E-1
5.123256E0,-1.779074E-1,-5.512818E-2,8.533369E-2
5.139944E0,-1.791649E-1,-6.772538E-2,-8.932054E-2
5.156633E0,-1.801680E-1,-5.392416E-2,5.278439E-1
5.173322E0,-1.809648E-1,-4.924299E-2,1.864548E-1
5.190000E0,-1.818110E-1,-4.923601E-2,-4.713833E-1
5.206689E0,-1.826077E-1,-6.224638E-2,-1.562999E-1
5.223378E0,-1.838887E-1,-6.103895E-2,3.151759E-2
5.240067E0,-1.846450E-1,-5.346615E-2,-8.811883E-2
5.256756E0,-1.856733E-1,-6.768585E-2,-3.109868E-1
5.273444E0,-1.869042E-1,-6.558520E-2,3.160866E-1
5.290133E0,-1.878623E-1,-5.436753E-2,4.140133E-1
5.306822E0,-1.887189E-1,-5.197172E-2,2.156267E-1
5.323511E0,-1.895970E-1,-4.839412E-2,-4.480655E-1
5.340200E0,-1.903342E-1,-6.294483E-2,-3.897393E-1
5.356889E0,-1.916980E-1,-6.916492E-2,-1.025608E-1
5.373578E0,-1.926427E-1,-5.966198E-2,4.960505E-1
5.390267E0,-1.936894E-1,-5.622775E-2,3.379311E-1
5.406944E0,-1.945189E-1,-4.655810E-2,1.050348E-2
5.423633E0,-1.952429E-1,-5.432236E-2,-3.054422E-2
5.440322E0,-1.963320E-1,-5.290426E-2,-2.019070E-1
5.457011E0,-1.970087E-1,-5.404022E-2,3.811010E-2
5.473700E0,-1.981358E-1,-5.853816E-2,-2.745784E-1
5.490389E0,-1.989626E-1,-5.756148E-2,-3.031337E-1
5.507078E0,-2.000570E-1,-7.140096E-2,5.261146E-2
5.523767E0,-2.013458E-1,-5.893506E-2,7.377675E-2
5.540456E0,-2.020242E-1,-6.010319E-2,3.528841E-1
5.557144E0,-2.033519E-1,-5.835603E-2,8.445454E-2
5.573833E0,-2.039720E-1,-4.703592E-2,1.988712E-1
5.590522E0,-2.049218E-1,-5.748855E-2,1.850793E-1
5.607211E0,-2.058908E-1,-4.191622E-2,-3.603769E-1
5.623900E0,-2.063209E-1,-5.994175E-2,-3.979595E-1
5.640589E0,-2.078915E-1,-7.064307E-2,3.485625E-1
5.657267E0,-2.086780E-1,-3.803217E-2,3.529191E-1
5.673956E0,-2.091605E-1,-5.576144E-2,-3.219799E-1
5.690644E0,-2.105392E-1,-6.084529E-2,-2.903932E-1
5.707333E0,-2.111914E-1,-5.335915E-2,8.578070E-2
5.724022E0,-2.123202E-1,-6.548033E-2,-4.292445E-1
5.740711E0,-2.133770E-1,-6.481575E-2,3.256670E-1
5.757400E0,-2.144836E-1,-5.671648E-2,5.913886E-1
5.774089E0,-2.152701E-1,-4.274685E-2,-3.334664E-1
5.790778E0,-2.159104E-1,-6.426780E-2,-4.959999E-1
5.807467E0,-2.174152E-1,-7.018103E-2,1.365969E-1
5.824156E0,-2.182529E-1,-5.028681E-2,3.881438E-1
5.840844E0,-2.190936E-1,-5.888957E-2,-1.554818E-1
5.857533E0,-2.202185E-1,-5.908462E-2,-3.555399E-1
5.874222E0,-2.210658E-1,-6.511395E-2,-8.833144E-2
5.890911E0,-2.223919E-1,-6.886048E-2,9.767960E-2
5.907589E0,-2.233634E-1,-5.696886E-2,8.617677E-1
5.924278E0,-2.242928E-1,-4.304592E-2,3.053209E-1
5.940967E0,-2.248002E-1,-4.171542E-2,-6.676099E-1
5.957656E0,-2.256851E-1,-6.819896E-2,-5.447645E-1
5.974344E0,-2.270765E-1,-6.521221E-2,3.234410E-1
5.991033E0,-2.278618E-1,-4.967267E-2,3.462196E-1
6.007722E0,-2.287345E-1,-5.641093E-2,-6.848270E-1
6.024411E0,-2.297446E-1,-7.173230E-2,-6.778551E-1
6.041100E0,-2.311287E-1,-8.180987E-2,5.856682E-1
6.057789E0,-2.324753E-1,-5.406451E-2,1.295190E0
6.074478E0,-2.329333E-1,-3.067348E-2,9.689608E-2
6.091167E0,-2.334991E-1,-5.284875E-2,-1.335608E0
6.107856E0,-2.346973E-1,-7.916752E-2,-6.906649E-1
6.124533E0,-2.361406E-1,-7.671154E-2,1.946910E-1
6.141222E0,-2.372569E-1,-6.855670E-2,7.666677E-1
6.157911E0,-2.384289E-1,-5.513815E-2,8.012596E-1
6.174600E0,-2.390973E-1,-3.761055E-2,-4.910389E-1
6.191289E0,-2.396843E-1,-6.826034E-2,-4.251209E-1
6.207978E0,-2.413756E-1,-6.657021E-2,3.063703E-1
6.224667E0,-2.419062E-1,-4.192379E-2,1.667383E-1
6.241356E0,-2.427750E-1,-6.676615E-2,-7.025076E-1
6.258044E0,-2.441347E-1,-6.979647E-2,-1.670709E-1
6.274733E0,-2.451046E-1,-6.580515E-2,5.863734E-1
6.291422E0,-2.463312E-1,-5.651585E-2,-2.863057E-1
6.308111E0,-2.469910E-1,-6.567748E-2,3.305406E-1
6.324800E0,-2.485233E-1,-5.993243E-2,-2.948132E-1
6.341489E0,-2.489914E-1,-5.834493E-2,1.949031E-2
6.358178E0,-2.504707E-1,-7.453719E-2,2.607916E-1
6.374856E0,-2.514785E-1,-4.368019E-2,2.308292E-1
6.391544E0,-2.519282E-1,-5.941502E-2,-1.665493E-1
6.408233E0,-2.534616E-1,-6.476098E-2,-1.016156E0
6.424922E0,-2.540898E-1,-7.553260E-2,-7.160743E-2
6.441611E0,-2.559827E-1,-8.579794E-2,6.025229E-1
6.458300E0,-2.569535E-1,-4.412264E-2,7.189045E-1
6.474989E0,-2.574554E-1,-5.777723E-2,2.125061E-3
6.491678E0,-2.588820E-1,-5.791257E-2,-8.046891E-1
6.508367E0,-2.593884E-1,-6.749430E-2,2.972824E-1
6.525056E0,-2.611348E-1,-6.780546E-2,-4.583474E-1
6.541744E0,-2.616516E-1,-6.246098E-2,7.832233E-1
6.558433E0,-2.632196E-1,-6.067836E-2,2.323272E-1
6.575122E0,-2.636769E-1,-3.903706E-2,-2.941031E-1
6.591811E0,-2.645226E-1,-7.508583E-2,-6.017609E-1
6.608500E0,-2.661831E-1,-6.883524E-2,-2.341347E-1
6.625178E0,-2.668194E-1,-6.660065E-2,5.816238E-1
6.641867E0,-2.684054E-1,-6.605752E-2,2.712990E-1
6.658556E0,-2.690243E-1,-4.417101E-2,3.469553E-2
6.675244E0,-2.698797E-1,-6.858763E-2,-4.124335E-1
6.691933E0,-2.713136E-1,-6.488126E-2,-1.281089E-1
6.708622E0,-2.720453E-1,-6.181104E-2,1.944203E-1
6.725311E0,-2.733767E-1,-6.818608E-2,-3.666488E-1
6.742000E0,-2.743212E-1,-6.672377E-2,2.581985E-1
6.758689E0,-2.756038E-1,-6.570954E-2,-4.016565E-2
6.775378E0,-2.765144E-1,-6.232542E-2,1.650827E-2
6.792067E0,-2.776840E-1,-6.910676E-2,1.576801E-1
6.808756E0,-2.788211E-1,-5.723161E-2,1.404427E-1
6.825444E0,-2.795943E-1,-5.957735E-2,-4.140930E-2
6.842122E0,-2.808089E-1,-6.505284E-2,-3.490623E-1
6.858822E0,-2.817656E-1,-6.588450E-2,2.210801E-1
6.875500E0,-2.830080E-1,-6.289918E-2,1.316336E-1
6.892189E0,-2.838644E-1,-5.625692E-2,1.556765E-1
6.908878E0,-2.848858E-1,-6.080562E-2,5.160722E-2
6.925567E0,-2.858939E-1,-5.455157E-2,-2.185040E-1
6.942256E0,-2.867066E-1,-6.425826E-2,-2.492507E-2
6.958944E0,-2.880387E-1,-6.306176E-2,-3.328086E-1
